text,sentiment
" Yes, you really should!",positive
" thks 4 the follow, and  tweets, i returned the love",positive
"thankyou short stack for bringing out a second sydney show,, now im going to both  im so thankful for you guys being so good 2 ur fans .",positive
happy mother`s day mom. love you always,positive
 Yes sir...I just acquired a Master of Arts in Christian Ministry-a loooooong journey completed today...so thankful!,positive
lovely night of steve-o and family guy. off to bed.,positive
 Been meaning to email you for months. Your pre-reunion party must be coming up soon. Really wish I could be there. >140 char soon,positive
 it was ok. Cute @ times.,positive
 nice .. I can`t ever get that from my ex!,positive
Interesting. I type `bike` i get 10 bike company followers. `Download` gets me 5 IT companies. Amused.  Can you say `keyword`?!,positive
http://bit.ly/TGVR7  via  thank you tiff,positive
I like  already  (new follower to join in midst of zombies mayhem),positive
_Blogs Congratulations lovely Japanese Children Happy Kodomo no hi,positive
"back,had a great MAD monday meeting tomorrow",positive
 always good to see you - even in cyberspace,positive
"I TRIED TO PUT A IRON ON , ON MY BOOK BAG AND I BURNT MY BAG WITH THE IRON LOL.. BUZZ KEEP MAKING FUN OF ME  ... (****) LOL",positive
 Thanks for the thoughts... Unfortunatly it didn`t work out like we hoped... ah well. The paintings were beautiful.,positive
 - nice how the lifelock suit was brought by experian basically to reduce processing costs caused by ppl who don`t want id theft,positive
 9 days  I`m about ready to visit Torchwood and see if they`ve heard anything,positive
Had the best wknd with her man and levi and sara love u guys,positive
Thai food with Natalie. She loves this stuff. That makes me smile.,positive
When we got more followers we gonna have a competition.Hope you all look forward !,positive
Just saw Star Trek. I am not a hardcore fan or anything but it was really good! Get at it,positive
 see u bye see u!  i love the hot30,positive
In children`s hospital ER hoping Meredith does NOT have a broken elbow/arm,positive
"Morning all, finally got to stream media from PC to PS3 via wireless router, much easier than using a USB dongle, ah, techy simplicity.",positive
Yah! Feeling better and had a beaut day - Sophie razzing it at the skateboard park (at all of 3 yrs) and Charli happy at school,positive
 LOL how many stalkers today?you just love getting creepy stalkers,positive
"Hey , I bet you and your tweeps have lots of mother wisdom to share.",positive
Woo hoo! My happiness score is 612. Apparently I am over-the-top happy. Considering the week I`ve had....,positive
 ohh i love green and purple.. and BLACK!,positive
 i like the positivity  And no. you may NOT change your carrer. crazyb dog lady just isn`t the same.... when`s your maths test? x,positive
 - SO.... yeah. I VERY much appreciate that.,positive
Last week of class... Well technically classes are over just have two exams  and summmmmerrrrr begins...yeahhhhhyaaaaaa,positive
"_d  I`m really happy for u n leigh  thnx for sharing this happiness with us, this means the world to us all!  love ya! Marta",positive
"Got my tattoo fixed today, and it didn`t hurt to much, thank god  Can`t wait to get the next one. $$$.",positive
 Yea I think I waited to long. oh well. thats cool. I should have signed up for more but I`m already done with core classes,positive
Mmm wasabi coated peanuts! Burns so good,positive
Happy Mother`s Day.. To All The MommiiEs Owt Theaa... & ii Think ii Got Thaa Hang Of ThiiS ThiiNg.. Yay!!!,positive
Making my momma a happy mother day card <3 I love my mommy,positive
 Thanks for the info,positive
 happy birthday man! my ride to the wedding  i`ll see you guys soon though. you play here JULY 27th!,positive
" Hey David, I`m wondering if you received a letter that has a song in it? From Malaysia? please reply  and have a nice day!",positive
 Walaikum assalam...  Alhamdulillah... I`m in Chicago the w`end of May 29th... Are you there? Would be nice to meat... Duas!,positive
just got Home from school!  it was fun ) oh btw its a music school.,positive
ps it`s rainging,positive
" Look at all this feedback!  You should do it more often, seriously  The crazier the topic, the better.",positive
finally getting sleepy right when the sky brightens ... figures! G`nimorning,positive
"is rotting away at her desk. Would`ve been really down and out but thanks to YL, you made my day. You`re the best support system - EVER!",positive
Fun at the water park then dinner at the rainforest cafe (all free!) then party tonight  pretty good Saturday I think.,positive
watching 'Knowing' and lovin it,positive
" thank you, you are my first follower",positive
_Dude Very nice. Good night,positive
man u know things get very interesting sometimes lolll....im just 2 **** good,positive
you know you love your mom when you stay up this late just to wrap her gifts (which look glorious) & hand-make a card.. happy mothers day,positive
" Hope you get better. I know you will have the best medical attention. if not let me know, I will be right over",positive
Wrestlefest was fun! Now tune into www.latalkradio.com from 2-3 sunday and chat with me,positive
woo hoo its friday!! ....wait.... i have to work at the cleaners tomorrow.,positive
I would LOVE to ride the superman right now...,positive
So tired and I have to work till 10:30 tonight!    Happy mothers day to everyone too  http://tinyurl.com/qu62bl,positive
I wish I lived closer to the girls.  I`m tryna chill on a Friday night!    ( next weekeeend! Drink all day AND night?!),positive
_Trainr Thanks for the link.  It made me smile,positive
"is sipping OJ in the sun in San Pedro at La Soberana again, with sunny smiley Nita...  The garlic tomato paste is delicious! Yummy!!!",positive
I guess its bedtime. Goodnight twitter.  my bed is so big and empty without him.,positive
I`m going to town on these two dinner rolls and some dark chocolate  yummmm,positive
Also with the not driving part i could afford a laptop. Also living with a roommate i would save even more,positive
"Going to body pump then yoga, then going to enjoy a lovely bbq with the family, loving the may day holiday",positive
bought awesome shooeessss,positive
 Aw how come ur up so early? love ur youtube vids btw,positive
" Ordered mine, thank you!!",positive
 how sweet,positive
 cool and aww,positive
 http://twitpic.com/67w20 - Jordan baby was talking to me!!!! I wish I coulda met you!! ugh,positive
in desperate need of some tweets to cheer me up,positive
"I think Tania is too cute, too nice  I love her! <3",positive
"Love story on loop for the past 30 minutes. I love this song.. It makes me happy, like this!",positive
 good and you cup cake,positive
 I am glad to hear that you are ok. Without you they would have to rename the show to  'Just Friends',positive
 ohhhh excellent song..hello my friend!,positive
"the $60,000 i spent going to college was well spent.  I`m going to meet a man tomorrow in the Toys`R`Us parking lot for a cleaning job.",positive
had a thrilling time with DAS joyride roadtrip! nice driving Pai and Paulo.  http://plurk.com/p/rrg18,positive
  Thank you,positive
" : dougie, it`s coffee. There`s no 'I' on coffee. Hahaha and your name comes up as predicted text. Pretty awesome",positive
_shields06 good job!  I wish i worked in a zoo,positive
 oh great.,positive
" awesome, I`m looking at sourcing some as well.",positive
" Link won`t open, but I will try it when i have a better connection tomorrow. I`m curious now",positive
 oh oh oh are you offering to send ducks!  I love love love confit duck,positive
Beautiful Day..takn it down twitters  tell ALL mothers Happy Mothers Day,positive
Such a beautiful morning,positive
90210 9pm  I laaaaaaaaave it.,positive
"  I love you, though!",positive
"Today is my first real mothers day with my son actually here  he wasn`t born yet last year , can`t wait to hug him when I get home",positive
happy mother`s day,positive
I wonder how effective these street preachers are....   http://twitpic.com/67qhz,positive
  just listened to the songs on your myspace.  really good,positive
Oh good. I get to be the gooseberry all night now that katy isn`t coming,positive
" Good luck  I wanna see them again too. I waited outside by their buses to see them before, no autographs tho!",positive
talking to my BABE  he`s amazing,positive
"I`m at work, hoping to enjoy the day!!  Fingers are crossed!!",positive
_W wow-thanks soo much. Hope your well,positive
_Perez That`s great! I hope I`ll study with my bff too and we`ll live together. well..we will see,positive
 Hey Lauren...I`m a huge fan! I hope you are having fun at Wango Tango!!,positive
" Thank you, thank you!! Thought this is where all the cool kids hang out now, hehe  xoxo!",positive
 Good afternoon Jonas Brothers  x,positive
" I wish I could work like you, dude...",positive
 welcome back chica! hope you had a nice break,positive
